"First author","Study accession","Publication date",Journal,Title,"Reported trait",Trait(s),"Background trait(s)","Discovery sample number and ancestry","Replication sample number and ancestry","Association count","Summary statistics"
"Dönertaş HM",GCST90038695,2021-04-08,"Nat Aging","Common genetic associations between age-related diseases.",Appendicitis,appendicitis,'-,"484598 NR",'-,0,"FTP Download"
"Backman JD",GCST90077904,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 K37: appendicitis",appendicitis,'-,"329052 European",'-,0,"FTP Download"
"Backman JD",GCST90081889,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","Appendicitis (Gene-based burden)",appendicitis,'-,"331754 European",'-,0,"FTP Download"
"Backman JD",GCST90081890,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 K37: appendicitis (Gene-based burden)",appendicitis,'-,"329052 European",'-,0,"FTP Download"
"Backman JD",GCST90084202,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 K35: Acute appendicitis (Gene-based burden)",appendicitis,'-,"387460 European",'-,0,"FTP Download"
"Backman JD",GCST90084200,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 K35.0: Acute appendicitis with generalized peritonitis (Gene-based burden)",appendicitis,'-,"387930 European",'-,0,"FTP Download"
"Backman JD",GCST90084201,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 K35.9: Acute appendicitis, unspecified (Gene-based burden)",appendicitis,'-,"387930 European",'-,0,"FTP Download"
"Backman JD",GCST90084203,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 K37: Unspecified appendicitis (Gene-based burden)",appendicitis,'-,"387660 European",'-,0,"FTP Download"
"Backman JD",GCST90077903,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ",Appendicitis,appendicitis,'-,"331754 European",'-,0,"FTP Download"
"Orlova E",GCST007595,2018-11-03,"Hum Genet","Genetic association and differential expression of PITX2 with acute appendicitis.",Appendicitis,appendicitis,'-,"133680 European","340793 European",1,NA
"Gaitanidis A",GCST90013428,2021-07-28,"JAMA Surg","Association Between NEDD4L Variation and the Genetic Risk of Acute Appendicitis: A Multi-institutional Genome-Wide Association Study.","Acute appendicitis",appendicitis,'-,"29706 European, NR",'-,1,"FTP Download&nbsp;&nbsp;or&nbsp;&nbsp;API access"
"Jiang L",GCST90044141,2021-11-04,"Nat Genet","A generalized linear mixed model association tool for biobank-scale data. ","Acute appendicitis (PheCode 540.11)",appendicitis,'-,"456348 European",'-,0,"FTP Download"
"Jiang L",GCST90044142,2021-11-04,"Nat Genet","A generalized linear mixed model association tool for biobank-scale data. ","Appendicitis (PheCode 540.1)",appendicitis,'-,"456348 European",'-,0,"FTP Download"
"Ellinghaus D",GCST005537,2016-03-14,"Nat Genet","Analysis of five chronic inflammatory diseases identifies 27 new associations and highlights disease-specific patterns at shared loci.","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis, psoriasis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,"86475 European",'-,244,NA
"Broce I",GCST005319,2018-01-09,"PLoS Med","Immune-related genetic enrichment in frontotemporal dementia: An analysis of genome-wide association studies.","Frontotemporal dementia and immune-mediated diseases (pleiotropy)","obsolete_frontotemporal dementia, rheumatoid arthritis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease",'-,"149010 NR",'-,0,NA
"Broce I",GCST005320,2018-01-09,"PLoS Med","Immune-related genetic enrichment in frontotemporal dementia: An analysis of genome-wide association studies.","Progressive supranuclear palsy and immune-mediated diseases (pleiotropy)","rheumatoid arthritis, type 1 diabetes mellitus, psoriasis, obsolete_progressive supranuclear palsy, celiac disease, ulcerative colitis, Crohn's disease",'-,"146909 NR",'-,0,NA
"Broce I",GCST005321,2018-01-09,"PLoS Med","Immune-related genetic enrichment in frontotemporal dementia: An analysis of genome-wide association studies.","Amyotrophic lateral sclerosis and immune-mediated diseases (pleiotropy)","rheumatoid arthritis, amyotrophic lateral sclerosis, type 1 diabetes mellitus, psoriasis, celiac disease, ulcerative colitis, Crohn's disease",'-,"178600 NR",'-,0,NA
"Broce I",GCST005322,2018-01-09,"PLoS Med","Immune-related genetic enrichment in frontotemporal dementia: An analysis of genome-wide association studies.","Corticobasal degeneration and immune-mediated diseases (pleiotropy)","rheumatoid arthritis, type 1 diabetes mellitus, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, obsolete_corticobasal degeneration",'-,"146011 NR",'-,0,NA
"Green HD",GCST009080,2019-05-24,"J Crohns Colitis","Genome-wide association study of microscopic colitis in the UK Biobank confirms immune-related pathogenesis.","Microscopic colitis in proton-pump inhibitor treatment","microscopic colitis, response to proton-pump inhibitor",'-,"46495 European",'-,0,NA
"Liu JZ",GCST005563,2013-06-01,"Nat Genet","Dense genotyping of immune-related disease regions identifies nine new risk loci for primary sclerosing cholangitis.","Primary sclerosing cholangitis associated immune-mediated diseases (Crohn's disease, celiac disease, psoriasis, rheumatoid arthritis, sarcoidosis, type 1 diabetes or ulcerative colitis) (pleiotropy)","rheumatoid arthritis, type 1 diabetes mellitus, psoriasis, celiac disease, obsolete_sarcoidosis, ulcerative colitis, Crohn's disease, sclerosing cholangitis",'-,"143849 European",'-,0,NA
"Cleynen I",GCST006960,2015-10-18,Lancet,"Inherited determinants of Crohn's disease and ulcerative colitis phenotypes: a genetic association study.","Inflammatory bowel disease","inflammatory bowel disease",'-,"29838 European","6182 European",0,NA
"Imielinski M",GCST000531,2009-11-15,"Nat Genet","Common variants at five new loci associated with early-onset inflammatory bowel disease.","Inflammatory bowel disease (early onset)","inflammatory bowel disease",'-,"8571 European","6818 European",4,NA
"Kugathasan S",GCST000225,2008-08-31,"Nat Genet","Loci on 20q13 and 21q22 are associated with pediatric-onset inflammatory bowel disease.","Inflammatory bowel disease","inflammatory bowel disease",'-,"5261 European","16046 European",6,NA
"Duerr RH",GCST000008,2006-10-26,Science,"A genome-wide association study identifies IL23R as an inflammatory bowel disease gene.","Inflammatory bowel disease","inflammatory bowel disease",'-,"1095 European","1584 Other",1,NA
"Jostins L",GCST001725,2012-11-01,Nature,"Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.","Inflammatory bowel disease","inflammatory bowel disease",'-,"34366 European","42698 European",110,"API access"
"Somineni HK",GCST90093115,2021-02-17,"Am J Hum Genet","Whole-genome sequencing of African Americans implicates differential genetic architecture in inflammatory bowel disease.","Inflammatory bowel disease","inflammatory bowel disease",'-,"3418 African American or Afro-Caribbean",'-,1,NA
"Koskela M",GCST011538,2021-02-16,"Pediatr Nephrol","HLA-DQ and HLA-DRB1 alleles associated with Henoch-Schönlein purpura nephritis in Finnish pediatric population: a genome-wide association study.","Inflammatory bowel disease","inflammatory bowel disease",'-,"18806 European",'-,0,NA
"Backman JD",GCST90085477,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","Inflammatory bowel disease (Gene-based burden)","inflammatory bowel disease",'-,"304388 European",'-,0,"FTP Download"
"Backman JD",GCST90085473,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","Inflammatory bowel disease - loose composite (Gene-based burden)","inflammatory bowel disease",'-,"364036 European",'-,0,"FTP Download"
"Backman JD",GCST90085474,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","Crohn's disease (Gene-based burden)","inflammatory bowel disease",'-,"323903 European",'-,0,"FTP Download"
"Backman JD",GCST90085475,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","Inflammatory bowel disease - strict composite (Gene-based burden)","inflammatory bowel disease",'-,"327306 European",'-,0,"FTP Download"
"Backman JD",GCST90081487,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","Inflammatory bowel disease - loose composite","inflammatory bowel disease",'-,"364036 European",'-,0,"FTP Download"
"Gettler K",GCST011786,2020-12-24,Gastroenterology,"Common and rare variant prediction and penetrance of IBD in a large, multi-ethnic, health system-based biobank cohort.","Inflammatory bowel disease","inflammatory bowel disease",'-,"7347 African American or Afro-Caribbean40910 European",'-,0,NA
"Wu Y",GCST011501,2021-02-19,"Nat Commun","GWAS of peptic ulcer disease implicates Helicobacter pylori infection, other gastrointestinal disorders and depression.","Inflammatory bowel disease","inflammatory bowel disease",'-,"456327 European",'-,31,NA
"Dönertaş HM",GCST90038683,2021-04-08,"Nat Aging","Common genetic associations between age-related diseases.","Inflammatory bowel disease","inflammatory bowel disease",'-,"484598 NR",'-,0,"FTP Download"
"Garcia-Etxebarria K",GCST90020070,2022-03-01,"Sci Rep","Local genetic variation of inflammatory bowel disease in Basque population and its effect in risk prediction.","Inflammatory bowel disease","inflammatory bowel disease",'-,"1433 European",'-,14,"FTP Download"
"Backman JD",GCST90081489,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","Inflammatory bowel disease - strict composite","inflammatory bowel disease",'-,"327306 European",'-,0,"FTP Download"
"Backman JD",GCST90081488,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","Crohn's disease","inflammatory bowel disease",'-,"323903 European",'-,0,"FTP Download"
"Backman JD",GCST90081491,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","Inflammatory bowel disease","inflammatory bowel disease",'-,"304388 European",'-,0,"FTP Download"
"Ostrowski J",GCST003958,2016-12-23,"Sci Rep","Genetic architecture differences between pediatric and adult-onset inflammatory bowel diseases in the Polish population.","Inflammatory bowel disease","inflammatory bowel disease",'-,"1700 European","729 European",18,NA
"de Lange KM",GCST004131,2017-01-09,"Nat Genet","Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.","Inflammatory bowel disease","inflammatory bowel disease",'-,"59957 NR, European",'-,135,"FTP Download&nbsp;&nbsp;or&nbsp;&nbsp;API access"
"Liu JZ",GCST003043,2015-07-20,"Nat Genet","Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.","Inflammatory bowel disease","inflammatory bowel disease",'-,"34652 European","6543 East Asian890 Greater Middle Eastern (Middle Eastern, North African or Persian)51988 European2413 South Asian",202,"FTP Download&nbsp;&nbsp;or&nbsp;&nbsp;API access"
"Huang C",GCST008731,2015-11-01,Gastroenterology,"Characterization of genetic loci that affect susceptibility to inflammatory bowel diseases in African Americans.","Inflammatory bowel disease","inflammatory bowel disease",'-,"3308 African American or Afro-Caribbean",'-,3,NA
"Yang SK",GCST003602,2016-08-25,Gastroenterology,"Identification of Loci at 1q21 and 16q23 That Affect Susceptibility to Inflammatory Bowel Disease in Koreans.","Inflammatory bowel disease","inflammatory bowel disease",'-,"5546 East Asian","5480 East Asian",15,NA
"Glanville KP",GCST90014444,2021-06-01,"Biol Psychiatry Glob Open Sci","Investigating Pleiotropy Between Depression and Autoimmune Diseases Using the UK Biobank.","Inflammatory bowel disease","inflammatory bowel disease",'-,"329179 European",'-,0,"FTP Download"
"Glanville KP",GCST90014445,2021-06-01,"Biol Psychiatry Glob Open Sci","Investigating Pleiotropy Between Depression and Autoimmune Diseases Using the UK Biobank.","Inflammatory bowel disease","inflammatory bowel disease",'-,"327612 European",'-,0,"FTP Download"
"Mbatchou J",GCST90013951,2021-05-20,"Nat Genet","Computationally efficient whole-genome regression for quantitative and binary traits.","Inflammatory bowel disease (SPA correction)","inflammatory bowel disease",'-,"404781 European",'-,0,"FTP Download"
"Mbatchou J",GCST90013901,2021-05-20,"Nat Genet","Computationally efficient whole-genome regression for quantitative and binary traits.","Inflammatory bowel disease (Firth correction)","inflammatory bowel disease",'-,"404781 European",'-,0,"FTP Download"
"Yang SK",GCST001934,2013-04-01,"Inflamm Bowel Dis","Genome-wide association study of ulcerative colitis in Koreans suggests extensive overlapping of genetic susceptibility with Caucasians.","Ulcerative colitis","ulcerative colitis",'-,"1127 East Asian","2519 East Asian",1,NA
"Yang SK",GCST001938,2013-04-01,"Inflamm Bowel Dis","Genome-wide association study of ulcerative colitis in Koreans suggests extensive overlapping of genetic susceptibility with Caucasians.","Ulcerative colitis","ulcerative colitis",'-,"1127 East Asian","1149 East Asian",7,NA
"Barrett JC",GCST000527,2009-11-15,"Nat Genet","Genome-wide association study of ulcerative colitis identifies three new susceptibility loci, including the HNF4A region.","Ulcerative colitis","ulcerative colitis",'-,"7778 European","7139 European",13,NA
"Haritunians T",GCST000853,2010-11-01,"Inflamm Bowel Dis","Genetic predictors of medically refractory ulcerative colitis.","Ulcerative colitis","ulcerative colitis",'-,"3462 European",'-,10,NA
"Asano K",GCST000529,2009-11-15,"Nat Genet","A genome-wide association study identifies three new susceptibility loci for ulcerative colitis in the Japanese population.","Ulcerative colitis","ulcerative colitis",'-,"1310 East Asian","1473 East Asian",7,NA
"Anderson CA",GCST000964,2011-02-06,"Nat Genet","Meta-analysis identifies 29 additional ulcerative colitis risk loci, increasing the number of confirmed associations to 47.","Ulcerative colitis","ulcerative colitis",'-,"26405 European","22545 European",47,"API access"
"Franke A",GCST000623,2010-03-14,"Nat Genet","Genome-wide association study for ulcerative colitis identifies risk loci at 7q22 and 22q13 (IL17REL).","Ulcerative colitis","ulcerative colitis",'-,"2746 European","7967 European",6,NA
"Silverberg MS",GCST000311,2009-01-04,"Nat Genet","Ulcerative colitis-risk loci on chromosomes 1p36 and 12q15 found by genome-wide association study.","Ulcerative colitis","ulcerative colitis",'-,"3525 European","2502 European",12,NA
"Jostins L",GCST001728,2012-11-01,Nature,"Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.","Ulcerative colitis","ulcerative colitis",'-,"34366 European","42698 European",23,"API access"
"McGovern DP",GCST000624,2010-03-14,"Nat Genet","Genome-wide association identifies multiple ulcerative colitis susceptibility loci.","Ulcerative colitis","ulcerative colitis",'-,"9484 European","3589 European",21,NA
"Julià A",GCST002548,2014-07-31,"Hum Mol Genet","A genome-wide association study identifies a novel locus at 6q22.1 associated with ulcerative colitis.","Ulcerative colitis","ulcerative colitis",'-,"28694 European","2352 European",9,"FTP Download&nbsp;&nbsp;or&nbsp;&nbsp;API access"
"Franke A",GCST000243,2008-10-05,"Nat Genet","Sequence variants in IL10, ARPC2 and multiple other loci contribute to ulcerative colitis susceptibility.","Ulcerative colitis","ulcerative colitis",'-,"1944 European","4946 European",2,NA
"Somineni HK",GCST90093117,2021-02-17,"Am J Hum Genet","Whole-genome sequencing of African Americans implicates differential genetic architecture in inflammatory bowel disease.","Ulcerative colitis","ulcerative colitis",'-,"2051 African American or Afro-Caribbean",'-,0,NA
"Venkateswaran S",GCST005815,2018-03-01,"Inflamm Bowel Dis","Enhanced Contribution of HLA in Pediatric Onset Ulcerative Colitis.","Childhood onset ulcerative colitis","ulcerative colitis",'-,"2565 European",'-,4,NA
"Backman JD",GCST90081857,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","Ulcerative colitis (Gene-based burden)","ulcerative colitis",'-,"331754 European",'-,0,"FTP Download"
"Backman JD",GCST90081858,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 K51: Ulcerative colitis (Gene-based burden)","ulcerative colitis",'-,"329052 European",'-,0,"FTP Download"
"Backman JD",GCST90085476,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","Ulcerative colitis (Gene-based burden)","ulcerative colitis",'-,"325725 European",'-,0,"FTP Download"
"Backman JD",GCST90080233,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 K51.9: Ulcerative colitis, unspecified","ulcerative colitis",'-,"387929 European",'-,0,"FTP Download"
"Backman JD",GCST90080234,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 K51: Ulcerative colitis","ulcerative colitis",'-,"387480 European",'-,0,"FTP Download"
"Dönertaş HM",GCST90038684,2021-04-08,"Nat Aging","Common genetic associations between age-related diseases.","Ulcerative colitis","ulcerative colitis",'-,"484598 NR",'-,0,"FTP Download"
"Garcia-Etxebarria K",GCST90020072,2022-03-01,"Sci Rep","Local genetic variation of inflammatory bowel disease in Basque population and its effect in risk prediction.","Ulcerative colitis","ulcerative colitis",'-,"1143 European",'-,11,"FTP Download"
"Backman JD",GCST90077871,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","Ulcerative colitis","ulcerative colitis",'-,"331754 European",'-,0,"FTP Download"
"Backman JD",GCST90081490,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","Ulcerative colitis","ulcerative colitis",'-,"325725 European",'-,0,"FTP Download"
"Backman JD",GCST90077865,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","Colitis not crohns or ulcerative colitis","ulcerative colitis",'-,"331754 European",'-,0,"FTP Download"
"Backman JD",GCST90077872,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 K51: Ulcerative colitis","ulcerative colitis",'-,"329052 European",'-,0,"FTP Download"
"Backman JD",GCST90084220,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 K51: Ulcerative colitis (Gene-based burden)","ulcerative colitis",'-,"387480 European",'-,0,"FTP Download"
"Backman JD",GCST90084219,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 K51.9: Ulcerative colitis, unspecified (Gene-based burden)","ulcerative colitis",'-,"387929 European",'-,0,"FTP Download"
"Backman JD",GCST90077866,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 K52: colitis not crohns or ulcerative colitis","ulcerative colitis",'-,"329052 European",'-,0,"FTP Download"
"Backman JD",GCST90081851,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","Colitis not crohns or ulcerative colitis (Gene-based burden)","ulcerative colitis",'-,"331754 European",'-,0,"FTP Download"
"Backman JD",GCST90081852,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 K52: colitis not crohns or ulcerative colitis (Gene-based burden)","ulcerative colitis",'-,"329052 European",'-,0,"FTP Download"
"Ostrowski J",GCST003960,2016-12-23,"Sci Rep","Genetic architecture differences between pediatric and adult-onset inflammatory bowel diseases in the Polish population.","Ulcerative colitis","ulcerative colitis",'-,"1110 European","558 European",9,NA
"de Lange KM",GCST004133,2017-01-09,"Nat Genet","Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.","Ulcerative colitis","ulcerative colitis",'-,"45975 European, NR",'-,80,"FTP Download&nbsp;&nbsp;or&nbsp;&nbsp;API access"
"Juyal G",GCST002453,2014-05-16,Gut,"Genome-wide association scan in north Indians reveals three novel HLA-independent risk loci for ulcerative colitis.","Ulcerative colitis","ulcerative colitis",'-,"1225 South Asian","1881 South Asian",5,NA
"Liu JZ",GCST003045,2015-07-20,"Nat Genet","Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.","Ulcerative colitis","ulcerative colitis",'-,"27432 European","4853 East Asian2229 South Asian739 Greater Middle Eastern (Middle Eastern, North African or Persian)37394 European",134,"FTP Download&nbsp;&nbsp;or&nbsp;&nbsp;API access"
"Ye BD",GCST008483,2016-01-01,"Inflamm Bowel Dis","Identification of Ten Additional Susceptibility Loci for Ulcerative Colitis Through Immunochip Analysis in Koreans.","Ulcerative colitis","ulcerative colitis",'-,"1883 South Asian","3674 South Asian",5,NA
"Huang C",GCST008732,2015-11-01,Gastroenterology,"Characterization of genetic loci that affect susceptibility to inflammatory bowel diseases in African Americans.","Ulcerative colitis","ulcerative colitis",'-,"2158 African American or Afro-Caribbean",'-,2,NA
"Okamoto D",GCST010001,2020-02-19,"Inflamm Bowel Dis","Genetic Analysis of Ulcerative Colitis in Japanese Individuals Using Population-specific SNP Array.","Ulcerative colitis","ulcerative colitis",'-,"2563 East Asian","1494 East Asian",3,NA
"Waterman M",GCST006583,2015-09-01,"Inflamm Bowel Dis","Predictors of Outcome in Ulcerative Colitis.","Ulcerative colitis","ulcerative colitis",'-,"7 African unspecified61 Asian unspecified24 NR507 European2 Hispanic or Latin American",'-,0,NA
"Luo Y",GCST008658,2017-01-09,"Nat Genet","Exploring the genetic architecture of inflammatory bowel disease by whole-genome sequencing identifies association at ADCY7.","Ulcerative colitis","ulcerative colitis",'-,"23825 European","167078 European4355 NR",1,NA
"Jiang L",GCST90044154,2021-11-04,"Nat Genet","A generalized linear mixed model association tool for biobank-scale data. ","Ulcerative colitis (chronic) (PheCode 555.21)","ulcerative colitis",'-,"456348 European",'-,0,"FTP Download"
"Jiang L",GCST90044155,2021-11-04,"Nat Genet","A generalized linear mixed model association tool for biobank-scale data. ","Ulcerative colitis (PheCode 555.2)","ulcerative colitis",'-,"456348 European",'-,1,"FTP Download"
"Sakaue S",GCST90018933,2021-09-30,"Nat Genet","A cross-population atlas of genetic associations for 220 human phenotypes.","Ulcerative colitis","ulcerative colitis",'-,"417932 European178689 East Asian",'-,19,"FTP Download"
"Sakaue S",GCST90018713,2021-09-30,"Nat Genet","A cross-population atlas of genetic associations for 220 human phenotypes.","Ulcerative colitis","ulcerative colitis",'-,"178689 East Asian",'-,1,"FTP Download"
"Li YR",GCST003097,2015-08-24,"Nat Med","Meta-analysis of shared genetic architecture across ten pediatric autoimmune diseases.","Pediatric autoimmune diseases","autoimmune thyroid disease, obsolete_common variable immunodeficiency, type 1 diabetes mellitus, ankylosing spondylitis, psoriasis, celiac disease, obsolete_systemic lupus erythematosus, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis",'-,"16753 European",'-,46,NA
"Parkes M",GCST000039,2007-06-06,"Nat Genet","Sequence variants in the autophagy gene IRGM and multiple other replicating loci contribute to Crohn's disease susceptibility.","Crohn's disease","Crohn's disease",'-,"4686 NR","3206 European",9,NA
"Yamazaki K",GCST001785,2012-12-21,Gastroenterology,"A genome-wide association study identifies 2 susceptibility Loci for Crohn's disease in a Japanese population.","Crohn's disease","Crohn's disease",'-,"3761 East Asian","16951 East Asian",11,NA
"McGovern DP",GCST000705,2010-06-22,"Hum Mol Genet","Fucosyltransferase 2 (FUT2) non-secretor status is associated with Crohn's disease.","Crohn's disease","Crohn's disease",'-,"4099 European","1531 European",7,NA
"Franke A",GCST000879,2010-11-21,"Nat Genet","Genome-wide meta-analysis increases to 71 the number of confirmed Crohn's disease susceptibility loci.","Crohn's disease","Crohn's disease",'-,"21389 European","30962 European",71,"FTP Download&nbsp;&nbsp;or&nbsp;&nbsp;API access"
"Huang J",GCST001396,2012-02-01,"Eur J Hum Genet","1000 Genomes-based imputation identifies novel and refined associations for the Wellcome Trust Case Control Consortium phase 1 Data.","Crohn's disease","Crohn's disease",'-,"16179 European",'-,1,NA
"Barrett JC",GCST000207,2008-06-29,"Nat Genet","Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.","Crohn's disease","Crohn's disease",'-,"9541 European","8151 European",30,NA
"Dubinsky MC",GCST002018,2013-05-09,"Inflamm Bowel Dis","Multidimensional prognostic risk assessment identifies association between IL12B variation and surgery in Crohn's disease.","Crohn's disease (time to surgery)","Crohn's disease",'-,"983 European",'-,1,NA
"Dubinsky MC",GCST002017,2013-05-09,"Inflamm Bowel Dis","Multidimensional prognostic risk assessment identifies association between IL12B variation and surgery in Crohn's disease.","Crohn's disease (need for surgery)","Crohn's disease",'-,"614 European",'-,2,NA
"Wellcome Trust Case Control Consortium",GCST000042,2007-06-07,Nature,"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls.","Crohn's disease","Crohn's disease",'-,"4686 European",'-,13,NA
"Rioux JD",GCST000023,2007-04-15,"Nat Genet","Genome-wide association study identifies new susceptibility loci for Crohn disease and implicates autophagy in disease pathogenesis.","Crohn's disease","Crohn's disease",'-,"1923 NR","2150 NR",4,NA
"Jostins L",GCST001729,2012-11-01,Nature,"Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.","Crohn's disease","Crohn's disease",'-,"34366 European","42698 European",30,"API access"
"Libioulle C",GCST000014,2007-03-05,"PLoS Genet","Novel Crohn disease locus identified by genome-wide association maps to a gene desert on 5p13.1 and modulates expression of PTGER4.","Crohn's disease","Crohn's disease",'-,"1475 European","3109 European",3,NA
"Raelson JV",GCST000071,2007-09-05,"Proc Natl Acad Sci U S A","Genome-wide association study for Crohn's disease in the Quebec Founder Population identifies multiple validated disease loci.","Crohn's disease","Crohn's disease",'-,"1146 European","3141 European",3,NA
"Franke A",GCST000066,2007-08-08,"PLoS One","Systematic association mapping identifies NELL1 as a novel IBD disease gene.","Crohn's disease","Crohn's disease",'-,"792 European","6309 European",3,NA
