measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,3,Rate,2008,40.64490591,50.74844566,35.86365691
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,1,Number,2009,599820.0024,754505.2514,527516.5671
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,2,Percent,2009,0.00046308,0.000582001,0.000407882
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,3,Rate,2009,44.13052198,55.51117077,38.81094557
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,1,Number,2010,644598.5338,831939.3157,549840.6173
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,2,Percent,2010,0.000495383,0.000637636,0.000422903
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,3,Rate,2010,47.23951572,60.96881753,40.29516532
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,1,Number,2011,686890.1066,887910.6439,600277.9066
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,2,Percent,2011,0.000525411,0.000677967,0.000459223
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,3,Rate,2011,50.14548525,64.82071829,43.82247847
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,1,Number,2012,729521.7375,954297.365,642238.1589
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,2,Percent,2012,0.000555226,0.000725116,0.000488334
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,3,Rate,2012,53.03067018,69.37014515,46.68581926
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,1,Number,2013,771954.6471,1002859.272,673455.7529
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,2,Percent,2013,0.000584442,0.000756477,0.00050994
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,3,Rate,2013,55.86181722,72.57102677,48.73403161
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,1,Number,2014,822057.184,1069766.838,704298.7282
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,2,Percent,2014,0.000619241,0.000802737,0.000531079
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,3,Rate,2014,59.23216806,77.08053695,50.74724903
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,1,Number,2015,869752.7944,1155616.782,719347.027
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,2,Percent,2015,0.000651795,0.000863148,0.000539615
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,3,Rate,2015,62.36708909,82.86544784,51.58199021
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,1,Number,2016,923808.9723,1205286.861,787868.5058
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,2,Percent,2016,0.00068823,0.000897914,0.000587043
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,3,Rate,2016,65.85227892,85.91699033,56.1619752
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,1,Number,2017,984680.6167,1308401.882,780933.8243
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,2,Percent,2017,0.000729323,0.000968778,0.000577961
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,3,Rate,2017,69.79529785,92.74103448,55.3534902
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,1,Number,2018,1052059.862,1371213.998,873179.8781
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,2,Percent,2018,0.00077534,0.001009863,0.000643601
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,3,Rate,2018,74.23863002,96.7597495,61.61595958
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,1,Number,2019,1131050.81,1501962.339,875466.3683
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,2,Percent,2019,0.000829918,0.001105607,0.000643794
5,Prevalence,6,China,3,Both,22,All ages,438,Prostate cancer,3,Rate,2019,79.51984208,105.5972083,61.5506808
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,1990,769643.7755,895193.3639,645635.4523
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,1990,0.000678183,0.000786775,0.000567334
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,1990,65.02116173,75.62786103,54.54467183
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,1991,790191.4722,893356.7858,688146.8027
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,1991,0.000688675,0.000777348,0.000600083
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,1991,65.93007649,74.53773331,57.41592125
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,1992,813512.2123,904096.8566,719787.1945
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,1992,0.00070178,0.000776837,0.000620288
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,1992,67.09029917,74.56080888,59.36080305
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,1993,842435.5238,933739.9914,754554.8528
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,1993,0.000719774,0.000794591,0.000646389
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,1993,68.72614776,76.17479416,61.55681573
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,1994,878235.9515,974016.2556,784645.6281
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,1994,0.000743496,0.000823615,0.000664098
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,1994,70.92551527,78.66064319,63.36724816
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,1995,919607.1245,1037051.242,802855.421
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,1995,0.000771553,0.000869926,0.000674732
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,1995,73.56745218,82.96283882,64.22745781
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,1996,972830.5452,1075138.692,876906.3385
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,1996,0.00080904,0.0008949,0.000729013
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,1996,77.13768739,85.24990579,69.53166442
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,1997,1035166.318,1131305.156,948087.3268
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,1997,0.000853543,0.000932424,0.000779519
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,1997,81.39502783,88.95441536,74.54801513
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,1998,1104969.05,1205114.858,1018142.153
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,1998,0.000903598,0.000985859,0.000833875
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,1998,86.19676733,94.00897247,79.42354794
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,1999,1177015.667,1287215.771,1076821.644
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,1999,0.000954997,0.001043882,0.000873088
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,1999,91.13530047,99.66799874,83.3773643
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,2000,1246999.209,1384443.183,1123466.792
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,2000,0.001004472,0.001115727,0.000903321
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,2000,95.88939681,106.4583047,86.39023363
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,2001,1318861.119,1437655.617,1215515.826
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,2001,0.001055828,0.001151633,0.000972937
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,2001,100.7715824,109.8484361,92.87517196
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,2002,1398860.766,1518427.675,1299142.156
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,2002,0.001114305,0.001209147,0.00103518
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,2002,106.2611186,115.3437334,98.6862324
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,2003,1487177.889,1605190.197,1381261.734
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,2003,0.001179579,0.001276341,0.001093775
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,2003,112.367286,121.2839885,104.3645374
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,2004,1583468.993,1716750.915,1462642.622
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,2004,0.001250815,0.001359632,0.00115296
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,2004,119.0597247,129.0810822,109.9748897
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,2005,1679526.529,1857246.048,1527927.076
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,2005,0.00132073,0.001459513,0.00120131
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,2005,125.710315,139.0123834,114.3632987
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,2006,1788271.306,1946212.581,1655220.882
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,2006,0.001399506,0.001522316,0.001295518
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,2006,133.2608513,145.0305357,123.3460175
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,2007,1918502.664,2064991.616,1784559.278
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,2007,0.001494493,0.001606909,0.001390593
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,2007,142.3411802,153.2097658,132.4033991
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,2008,2059597.28,2222977.337,1913319.701
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,2008,0.00159723,0.001720159,0.001482295
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,2008,152.158661,164.2288317,141.351985
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,2009,2201069.993,2405685.872,2030978.391
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,2009,0.001699303,0.001857608,0.001565383
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,2009,161.939194,176.9933861,149.4250545
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,2010,2328233.207,2591071.303,2104363.645
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,2010,0.001789287,0.00199311,0.001616586
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,2010,170.6249758,189.8871113,154.2186559
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,2011,2437333.551,2663179.995,2231399.679
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,2011,0.001864362,0.002038031,0.001704578
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,2011,177.9342466,194.4218615,162.9003222
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,2012,2538267.955,2749617.722,2326473.869
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,2012,0.001931851,0.00209481,0.00176971
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,2012,184.5127347,199.8762519,169.1169188
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,2013,2639243.92,2877477.8,2410066.616
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,0.001998184,0.002177365,0.001827592
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,2013,190.9865586,208.2261432,174.4023451
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,2014,2749269.314,3030050.03,2479783.259
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,2014,0.002071012,0.002282311,0.001868501
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,2014,198.0947131,218.3259706,178.6772765
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,2015,2864149.882,3246700.707,2516190.947
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,2015,0.002146448,0.0024338,0.001888057
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,2015,205.3786915,232.8101428,180.42771
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,2016,3009347.231,3339699.751,2714021.467
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,2016,0.002241983,0.002485396,0.002022947
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,2016,214.5166146,238.0652776,193.4647789
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,2017,3177284.304,3725058.648,2689272.883
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,2017,0.002353355,0.002762987,0.001996099
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,2017,225.2095761,264.0364535,190.6187637
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,2018,3346228.781,3823293.147,2943728.311
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,2018,0.002466124,0.002819252,0.002167781
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,2018,236.1267163,269.790775,207.7242607
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,1,Number,2019,3528137.783,4260071.141,2864088.884
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,2019,0.002588851,0.003122642,0.002102575
5,Prevalence,6,China,3,Both,22,All ages,429,Breast cancer,3,Rate,2019,248.0498285,299.5092541,201.3630987
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,1,Number,1990,49385.16981,51672.00067,47150.6777
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,2,Percent,1990,0.002960452,0.003101324,0.002827481
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,3,Rate,1990,286.7637194,300.042607,273.7887459
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,1,Number,1991,49730.21473,52009.37898,47600.52342
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,2,Percent,1991,0.002952482,0.003094618,0.002822336
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,3,Rate,1991,285.9601259,299.0658424,273.713913
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,1,Number,1992,50094.54266,52381.21084,47901.93921
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,2,Percent,1992,0.002945957,0.0030855,0.002817838
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,3,Rate,1992,285.2682819,298.289938,272.7822867
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,1,Number,1993,50508.62425,52811.60307,48329.15134
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,2,Percent,1993,0.002942315,0.003076661,0.002814205
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,3,Rate,1993,284.8443947,297.8320898,272.5532138
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,1,Number,1994,50959.32481,53278.69249,48722.92851
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,2,Percent,1994,0.002940985,0.003078241,0.002816549
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,3,Rate,1994,284.6575876,297.6135208,272.1651306
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,1,Number,1995,51428.81941,53817.36499,49087.1313
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,2,Percent,1995,0.002942378,0.003081742,0.002810443
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,3,Rate,1995,284.7421429,297.9666267,271.7770915
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,1,Number,1996,51907.08617,54300.65412,49636.30382
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,2,Percent,1996,0.002946083,0.003081302,0.00281931
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,3,Rate,1996,285.0387332,298.1825951,272.569127
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,1,Number,1997,52368.39833,54720.74356,50075.75242
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,2,Percent,1997,0.00295029,0.003086348,0.002820053
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,3,Rate,1997,285.3439989,298.1614158,272.8518706
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,1,Number,1998,52843.07573,55273.22178,50568.71114
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,2,Percent,1998,0.002955864,0.003094321,0.002823548
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,3,Rate,1998,285.7481127,298.8890898,273.4495215
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,1,Number,1999,53334.93272,55779.34726,51000.56958
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,2,Percent,1999,0.002962124,0.003100397,0.0028274
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,3,Rate,1999,286.1806045,299.2966617,273.6550528
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,1,Number,2000,53837.52956,56371.13598,51368.348
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,2,Percent,2000,0.002968571,0.003111237,0.002832293
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,3,Rate,2000,286.6067068,300.0944838,273.4618986
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,1,Number,2001,54367.38692,56953.24581,51923.36816
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,2,Percent,2001,0.002976274,0.003120541,0.002841012
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,3,Rate,2001,287.0392551,300.6916127,274.1357597
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,1,Number,2002,54919.40953,57583.37394,52407.74207
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,2,Percent,2002,0.002984623,0.003127882,0.002846637
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,3,Rate,2002,287.3947195,301.3353156,274.2510974
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,1,Number,2003,55480.5091,58086.38466,52951.22631
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,2,Percent,2003,0.002992585,0.00313282,0.002855556
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,3,Rate,2003,287.6867695,301.1991892,274.5715114
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,1,Number,2004,55971.81012,58667.07168,53427.78125
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,2,Percent,2004,0.002998135,0.003138091,0.002858943
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,3,Rate,2004,287.8156791,301.6751296,274.7338903
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,1,Number,2005,56439.09494,59218.22954,53839.75769
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,2,Percent,2005,0.003000075,0.003148138,0.002859414
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,3,Rate,2005,287.7946414,301.9660246,274.540082
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,1,Number,2006,56896.69432,59629.38304,54308.56452
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,655,Psoriasis,2,Percent,2006,0.002997294,0.003139356,0.002860173
